ReviewID,UserID,ProductID,Rating,ReviewText,ReviewDate
131,0,白。東方美。湯。面膜,6,?效果： 保濕、溫和低刺激、明亮. 透亮、不易引起過敏、好吸收、清爽、不黏膩、服貼?體驗方式： 正品容量/品牌官方購物網站?使用季節： 秋、冬?使用環境： 換季、寒冷、氣候乾燥、溫差大這款面膜很可愛~之前陸陸續續一直買~然後不知不覺就累積一大箱~還有個可愛的杯子可以泡溫使用~設計得很貼心~這款面膜的精華液是乳液狀的~白色的很適合秋冬保濕使用~餘下的精華液我也會直接當乳液使用面膜紙是棉的~比較厚的~但蠻服貼的~!蠻不錯的~很保濕~而且冬天敷冰面膜也是一大跳戰覺得不錯的可愛面膜'~!!,2020.01.03 更新
132,0,經典緞光唇膏,5,?色號： - -?效果： 好氣色、顯色、好上手、光澤、好搭配、不易引起過敏、好推勻、飽和、遮蓋唇色、不黏膩、改善唇紋、不油膩、不暈染、防水、順滑、好卸、好上色?體驗方式： 正品容量/藥妝店?使用季節： 春、夏、秋、冬?使用環境： --[heme] 經典緞光唇膏#101??顯色，顯白，能遮蓋唇色?。??satin質地滑順好推勻，不乾也不水潤，是中規中矩的質地。??能稍微修飾唇紋。??雖然在手上刷色有些不均勻，但擦在嘴唇上就沒有這個問題，抿嘴後顏色仍相當均勻。??反光黑金瓶身相當有質感?，按壓式設計很方便?。??淡淡好吃的香草味，我很喜歡?。??吃東西後絕對需要補擦。#101是顯白的酒紅玫瑰色，帶有一點慵懶神秘感。一隻唇膏269元，價格相當好入手~顏色美?，質地表現中規中矩，瓶身設計好看?；以開架唇膏來說，整體表現不錯~,2019.12.15 發表
133,0,經典柔霧唇膏,6,?色號： - -?效果： 顯色、好上手、好推勻、飽和、遮蓋唇色、不黏膩、順滑、好卸、好上色?體驗方式： 正品容量/試用 / 非自行購入?使用季節： --?使用環境： --Heme推出全新的經典柔霧唇膏，包裝部分延用了經典緞光唇膏的按壓式設計，外管身則是改成不會掉漆不沾指紋的霧面黑色我覺得整體質感升級了許多！這系列都帶了一點點的濁色調，上唇算是滑順，質地舒適且不太會乾首先是手部刷色#靄光01奶茶色的基調上加了一點土色，顏色日常實用#靄光02濁色感的玫瑰色#靄光03溫柔小姐姐的豆沙粉色，02和03稍微有點像，但02更暖色一些#靄光04我最喜歡的，棗紅色，帶有復古的感覺，薄擦厚擦都好看//Heme真的是新品轟炸機，才剛買完一樣，下一樣就上市了～這次的新唇膏大家喜歡哪一色呢,2019.12.06 發表
134,0,四色眼影盤,4,?色號： - -?效果： 自然、好上手、光澤、好搭配、明亮. 透亮、亮片、亮粉、不卡粉?體驗方式： 正品容量/藥妝店?使用季節： --?使用環境： --去年購入的heme四色眼影盤那時因為家裡學校兩邊跑所以買了這盤放家裡當備用品四色都是細緻珠光色顏色蠻漂亮的 很適合新手使用可惜顯色度不太高而且非常飛粉!!增加預算買後來出的六色眼影盤會好很多哪天心血來潮有再度拿它上妝的話再回來補眼妝圖XD??如果喜歡我的分享歡迎追蹤我???香??Rinka,2019.11.13 更新
135,0,純色腮紅,6,?色號： - -?效果： 顯色、自然、服貼?體驗方式： 正品容量/藥妝店?使用季節： 夏?使用環境： --！！這應該是2019上半年最火紅的腮紅吧！Heme他們家的東西真的越做越厲害以前我大概走進藥妝店完全不會想去看他們家結果這個腮紅一出來差點六色全包??本來我最鍾意的顏色就是1跟6在選但是因為網路上大推的幾乎都是6然後也很怕1上在臉上會不會看不到所以就買6啦～～～上圖是首部刷色本來我以為6是有點橘棕色？結果怎麼我買回家變成有點肉桂色啦～是我眼睛業障重還是怎樣！但是不得不說～粉質真的讚以199的價格來說外觀粉質都很好然後還順便附了一個可愛的絨布袋？真的很加分欸！！絨布袋在此～雖然這個風潮應該過了但是如果還沒買的人真的真的要入一顆好嗎好嗎好嗎?(?????????)?,2019.08.07 發表
136,0,純色腮紅,6,?色號： 13、12、11 Sunset Coral、10、09 Dark Chestnut、08 Soft Tan、07 Light Apricot?效果： 顯色、自然、好上手、服貼、好上色、妝感佳、細緻、清新?體驗方式： 正品容量/試用 / 非自行購入?使用季節： --?使用環境： --今天要來分享的是heme的熱門產品— 純色腮紅 Pure Cheek Color·定價：NT$240，常常會有特價活動·容量：5.5g?·全系列共13色·銷售通路：?實體門市｜全台屈臣氏、寶雅、Tomod’s?網路購物｜heme蝦皮官方旗艦店?Heme真的是不打算給大家活路啦～推出產品的速度錢包實在是跟不上??快要包辦大家的全臉彩妝了呢～接下來來看看刷色因為13色總共分成三次推出，所以我的照片也是分開的喔！首先是01～0607～0910～13全臉試色01 NUDE BEIGE（珠光）淺杏色，帶珠光，上臉顏色很淡，但能讓臉頰多一些氣色和光澤02 VIVID PEACH（珠光）珊瑚粉橘色，帶珠光，有一點螢光感，刷色偏淡，但上臉蠻顯色的03 ROSY PINK（珠光）淺粉色帶金色的偏光，和01一樣是日常提氣色的好夥伴04 DUSTY ROSE（霧面）乾燥玫瑰色，霧面色05 POPPY WINE（霧面）霧面酒紅色，顯色度最高，上臉會有一種喝了酒的微醺感(雖然我不喝酒)06 TOASTED NUT（珠光）偏土的橘色，帶珠光，是好駕馭的入門土色腮紅/一開始的六色除了01、03之外算是有做出顏色的差異，不會讓人覺得怎麼都一樣～再來是同年11月推出新色，以「栗子紅棕色調」為主軸，打造出適合秋冬的三個顏色07 LIGHT APRICOT（珠光）偏橘調的杏色，帶珠光08 SOFT TAN（霧面）霧面粉棕色09 DARK CHESTNUT（霧面）霧面栗子紅色，顯色度高，建議搭配比較鬆軟的刷具少量使用/今年夏季heme又再度推出了純色腮紅的新色啦！這次以「夏日輕透紅潤肌」為概念，推出了蜜糖裸棕、微光珊瑚、暖楓紅棕、落日玫瑰四色?10 HONEY BEIGE｜蜜糖裸棕（霧面）奶茶裸色，顯現出日常好氣色，全霧面的質地有一點點柔焦的作用，讓臉頰部位的皮膚看起來更好11 SUNSET CORAL｜微光珊瑚（霧面質地中帶一點珠光）帶金色亮粉的夕陽粉橘色，就像被太陽曬出的紅潤感?12 MAPLE BROWN｜暖楓紅棕（霧面）適合秋冬的暖紅棕色，顯色度高，會有一點點不好暈染的問題13 VINTAGE ROSE｜落日玫瑰（霧面）溫暖氣質的暖調玫瑰粉色?/最後來比較一下13色中的相似色吧！我把他們分成了四組? 01/07/10 日常好氣色組?01 珠光淺杏色，整體色調在這賽三色當中比較偏粉一點?07 珠光裸色，跟01比起來偏橘調，顏色也更淺更自然?10 霧面奶茶色，顏色自然氣質，卻又不會跟膚色太過相近?? 05/09/12 秋冬必備酒紅 紅棕色組?05 帶粉調的酒紅色，霧面當中帶一點細閃，跟其他兩色比起來偏冷色調，相較之下更適合冷色調膚色?想要畫出微醺感妝容選它就對了！?09 全霧面的栗子紅棕色，顯色度最高?12 全霧面的楓紅色，帶橘調，跟09蠻像的，但又比他更橘更亮一些??? 04/13 經典玫瑰色組?04 全霧面的冷調玫瑰粉，稍微帶紫調，有點像是不死亡的芭比色，相較之下更適合白皮一點?13 全霧面的暖調玫瑰粉，紅色調更重一些，比較不挑人，適合大部分人使用??? 02/03/11 元氣十足珊瑚色組?02 帶螢光感的珠光珊瑚橘色?03 帶金色亮粉的珠光淺珊瑚粉色，有人魚姬色的感覺，顏色較淺較自然?11 暖調粉橘色，跟其他兩色比起來珠光含量少/以上就是我這次的分享啦！有發現拍照技術越來越好這件事嗎??歡迎告訴我你們最喜歡哪一個顏色喔！,2020.06.30 更新
137,0,精萃水亮唇膏,7,?色號： - -?效果： 好氣色、顯色、自然、好上手、光澤?體驗方式： [重複使用]正品容量/藥妝店?使用季節： 春、夏、秋、冬?使用環境： 悶熱、溫度舒適、氣候潮濕、冷氣房又要來分享唇膏啦~~(最近很愛買唇彩^^)今天要分享的兩支唇膏，我個人覺得好上色，顏色算飽和顯色，而且潤澤度很棒，好到拿來當護唇膏使用喔！也適合平常上班妝容搭配。分別是opera渲漾水色唇膏? 06? ? ? ? ?和heme精萃水量唇膏? 06(很巧買的都是6號)?先試色和聊聊質地opera沒什麼香氣；heme帶點淡淡植萃清新香氣，聞起來蠻舒服的。質地上，這兩支都很水潤，但不油膩。擦在唇肌上，撫紋效果都不錯；若硬要分出勝負的話，堪稱能打造juicy澎唇的opera勝出！opera 06是玫紅色，紅帶點橘色調heme 06則是裸粉色，我個人蠻喜歡的接著實際擦在唇肌上上圖是heme 06，這裸粉色擦起來很有氣質，也顯氣色喔！下圖opera 06，比較成熟的玫瑰紅，很顯白。最後的近拍比較opera的澎唇效果比較好只不過吃過東西後，兩款都會掉色，都需要再補擦；heme幾乎會掉光，需整個重新擦過；但opera會殘留，補擦前，要先擦掉殘留的部分；若直接補擦上去，會覺得有點髒髒的感覺喔！以上分享完畢^^,2020.08.10 更新
138,0,玫瑰超水感亮白保濕晚安凍膜,7,"?效果： 保濕、不易引起過敏、柔嫩、香氣怡人、不緊繃、好上手、清涼感、好推勻、溫和低刺激、好吸收、不黏膩、不致痘、光滑、無負擔、清新?體驗方式： 正品容量/藥妝店?使用季節： 春、夏、秋、冬?使用環境： 溫度舒適?來跟大家分享這款凍膜~這是我偶然間發現的，特價只要99元真的非常吸引我><*來看一下商品~我已經用很久了，只剩一點哈哈~瓶身很可愛~不像是99元的商品耶~*帶有淡淡的粉色，味道是淡淡的玫瑰香味，覺得滿好聞的~*試在臉上>>我都塗薄薄一層，非常好吸收~也很保濕，吸收過後肌膚會很彈潤，超棒ㄉ！！！*我覺得美白的功效沒有十分明顯，但是保濕的部分還不錯~毛孔也有變小一些~不致粉刺也不致痘，隔天*謝謝你花時間看完我的心得，如果喜歡的話請幫我按個""推""，也歡迎留言給我喲~?",2019.06.06 更新
139,0,精萃水亮唇膏,6,?色號： - -?效果： 自然、光澤、粉嫩、好搭配、保濕、滋潤、改善唇紋、豐唇、順滑、果凍感、好卸、好上色?體驗方式： 正品容量/試用 / 非自行購入?使用季節： --?使用環境： --Hello！今天要來分享heme新出的精萃水亮唇膏全系列一共有7個顏色，其中#07是屈臣氏限定色*這次的唇膏主打滋潤和水亮光澤，添加天然甜橙精油和多重有機保濕精華，達到長效保濕的效果外殼是紅色和銀色的搭配，但蓋子部分比較薄，我覺得蠻容易因為卡榫而變形其中一個我最喜歡的設計是它在轉出唇膏的地方有一個卡榫，可以防止意外轉出的情況-手部試色（順序由右上到左下是01～07）整體色調偏今年代表色-珊瑚色妝感跟opera有點像，但顏色上有更多變化-01  西柚粉，厚塗偏螢光，比較不適合黃皮02  珊瑚橘，厚塗一樣偏螢光03  薄擦為日常裸土色，厚塗有巧克力牛奶的感覺，需搭配妝容04  偏豆沙的玫瑰色，上唇偏桃05  玫瑰粉藕色，帶一點紫06  暖調玫瑰粉07  水紅色，不飽和的紅，很襯膚色-唇部試色?01、02單擦對我來說太螢光，所以我會用03來疊擦，效果如下-這款唇膏滋潤度真的很足，但相對的持久度不好，算是一支適合拿來補妝的唇膏飽和度不算高，唇周暗沈遮不太住 ??這款我覺得受唇色影響蠻嚴重的，一定要到櫃上試試看喔，試色分享僅供參考??,2019.03.01 發表
140,0,六色眼影盤,7,?色號： - -?效果： - -?體驗方式： 正品容量/藥妝店?使用季節： --?使用環境： --坎蒂今天要來分享最近被燒得不要不要的眼影盤?網路爬文一下就直接衝去小屈帶它回家!!!就是這盤heme (喜蜜) 的 六色眼影盤?以前其實對Heme的商品沒什麼好感這次這盤眼影讓我改觀了!!而且價格超美麗~坎蒂是被這盤(( 紅梨 ))燒到的我們先來看外觀~~雖然是紙盒包裝但看起來很有質感打開的方式是吸鐵打開之後眼影上有一層透明保護蓋拿掉之後就是美麗的 紅梨 六色眼影啦近期非常喜歡這種酒紅色系的妝我原先都是用大地色系~有附上兩支很可愛的小刷具手部試色來啦~~~旁邊有對照眼影盤 ↓(這是用手指輕輕上色而已)顯色度還蠻好的!!就是非常溫柔的小女人的眼影(灑花)白光跟黃光下的眼影試色都有拍攝囉好美啊好美啊好美啊因為太美必須強調三次那個光澤那個細緻度真的有讓我美到(什麼鬼形容)目前心得:顯色度很好亮片也很細緻色系很溫柔又百搭 不會突兀飛粉我是覺得還好小小一盒攜帶也方便裡面又有六個顏色基本上上下眼影需要的都有了至於持久度也很不錯！不太會掉妝最下面有補上全臉上妝照~~然後這款眼影盤還有另外一個顏色叫做 ( 焦橙 )是屬於南瓜橘大地色系不過坎蒂是比較喜歡紅梨這盤(就是被這盤燒到的嘛)而且這個價位很便宜 原價一盤也才330昨天去買剛好遇到小屈活動一盤299更是便宜很適合兩盤都入手(誤)還好我去的那間 焦橙已經賣光了(不然很可能兩組都帶回家)(笑歪)順便放上我拍的兩種色系給妳們參考囉~~有喜歡趕快去試色 去搶起來吧(笑)實際上妝照來啦??????????????????????這個酒紅色系真的很溫柔小女人耶也可以說很知性～以上，報告完畢。記得推一個 ↓ (笑),2018.12.06 更新
141,0,星鑽糖心潤唇膏,2,?色號： - -?效果： - -?體驗方式： 正品容量/藥妝店?使用季節： --?使用環境： --坎蒂今天要來分享這支heme]的「星鑽糖心潤唇膏」之前失心瘋買了這兩色外觀點點蠻可愛的外面是保濕效果的膏體中心星星是潤彩膏體顯色度需要來回多畫幾次才會有直接看試色手上（下圖）????左邊是杏桃甜心右邊是熱戀玫瑰其實滑順度蠻滋潤的但是使用後發現不知道為什麼擦完這支之後嘴唇容易有死皮或卡唇紋我明明沒什麼唇紋跟死皮擦了這支全部都跑出來了?????♀?明明是滋潤型潤唇膏完全不知道為什麼會這樣啊想買這支的話要考慮哦個人是絕對不會再回購了雖然顏色蠻漂亮的??總結：價格便宜、假潤、明明是潤唇膏但不夠保濕、會顯唇紋起死皮、顯色度略低需要來回擦、保濕要加強、顏色自然以上，報告完畢。希望有幫助到妳們囉,2018.04.19 更新
142,0,小黃瓜舒拭即淨卸妝水,5,?效果： - -?體驗方式： 正品容量/藥妝店?使用季節： --?使用環境： --之前分享的[Bifesta 碧菲絲特] Q10即淨卸妝水用完了，在找尋接下來想嘗試的新卸妝水～當時看到這禮盒組的時候就馬上下手買了，蠻便宜的~（買了一段時間忘了價格，但印象真的很便宜，好像200元左右）禮盒組還有附贈化妝棉，化妝棉的部分也蠻好卸妝的，有點捨不得用，袋子也很可愛耶~(除了價格便宜，一部分購買原因是因為袋子好可愛喔~驚!)看這包裝第一次看到的人可能會以為是小黃瓜水吧!哈!是不是很適合接下來春夏季使用呀~如此清爽的包裝設計，男友差點拿來喝......顏色非常透明真得很像水，這瓶也是用了一陣子才開始寫心得，這款卸妝水的最大特色就是清爽無油同時堅持無酒精、香精、色素、Parabens防腐劑、 MI/MCI防腐劑 內含小黃瓜植萃精華、多達12種胺基酸以及辣木籽萃取能夠在卸妝的同時也幫助肌膚舒緩、補水保濕並在肌膚表面形成保護膜這次米歇就用漫畫風格來試範手部卸裝用倒的弄濕化妝棉第一次卸可以看到基本所有都卸得掉，除了防水睫毛膏，經過搓揉後清掉大部分只剩一點點，問題是真的睫毛經不起這樣的卸法，所以如果有用防水睫毛膏還是要另外用專門的卸喔!卸妝起來還蠻清爽的，我也會用來卸清淡的唇妝，眼睛部分卸起來也不會不舒服，整體使用印象還不錯，米歇平常畫淡妝都卸得蠻乾淨的～而且這個價格真的很便宜，這次沒有試染唇液，因為是真的卸不掉QAQ~真的別想用一般的卸妝液卸難卸的唇彩，妝太濃這款需要多卸幾次，比較適合淡妝使用，,2018.04.02 發表
143,0,星鑽糖心潤唇膏,6,"?色號： - -?效果： 好氣色、顯色、好上手、粉嫩、香氣怡人、滋潤、豐唇、果凍感?體驗方式： 正品容量/藥妝店?使用季節： 春、夏、秋、冬?使用環境： 換季、溫度舒適、冷氣房從學生時期愛買開架便宜的彩妝的習慣一直都沒變 現在也依舊如此 小資如我啊像是戀愛魔境的睫毛膏 unt的眼線液筆 資生堂的好用一百塊就能擁有的睫毛膏和heme的潤唇膏都是我心頭好唇膏我喜歡讓嘴唇有種""嘟嘟""的感覺 看起來有豐潤感的 然後顏色可以蓋掉原本唇色就好所以適合我的開架唇膏算是滿多的哈但為甚麼會喜歡heme這隻呢?當初會看上他就是因為它的價格 記得那時候買好像只要一百五 最近去買又更便宜 一隻好像不到一百還是接近有點不確定 他們家很常特價啊都不用賺的嗎哈哈然後塗在嘴唇上會有種你的嘴唇天生就這麼水潤的感覺顏色雖然都不是很飽和的 但嘴唇會有種豐潤感 很深得我心所以前幾個月去小屈有看到剩下的顏色就直接給他包色了這樣包色加上之前本來就有的那隻應該不到五百 小資也能輕易包色的價格啊～（淚打開來唇膏外層是透明的 塗上的地方無色有點像護唇膏 中間唇膏有顏色的地方是星星形狀的很可愛聞起來有果香甜甜的 擦在嘴唇上時有療癒感～左到右的顏色是：伯爵奶茶 杏桃甜心 搖滾桃紅 熱戀玫瑰手部試色上到下是伯爵奶茶 杏桃甜心 搖滾桃紅 熱戀玫瑰質地看得出是很水潤的但是如果喜歡飽和唇彩的人這款可能就不適合你它的顏色多塗幾次跟一般霧面唇膏比也不算是飽和的 只能算是有修飾唇色的那種水潤的唇膏素唇曬給大家：自然唇色偏白 上唇有色素沈澱的狀況 還有微微的唇紋們來曬一下所有的糖心潤唇膏試色照由左上到右下的顏色分別是伯爵奶茶 杏桃甜心 搖滾桃紅 熱戀玫瑰這幾個顏色日常用都不會太浮誇 很適合低調的我而且和上一張素唇一比 感覺有擦點唇膏看起來還是比較得體XD我自己平常如果想要均勻唇色會擦伯爵奶茶色 很自然的裸色也不會看起來像生病其他顏色就是看每天心情哈哈不過最常用的是杏桃甜心 帶點淡淡的珊瑚橘色很襯我的膚色 看起來不會像有塗唇膏像自己本身嘴唇的顏色就這麼粉嫩哈再曬一個自己混色混過最多次最喜歡的顏色：這個顏色是我用伯爵奶茶+搖滾桃紅混出來的顏色 感覺比杏桃甜心來說更帶點粉色的色調氣色看起來更好如果要挑缺點的話就是這個唇膏比較容易掉色但用過很多水潤的唇膏 都是會掉色的 而且唇膏也用不完所以要我一直拿出來補我是覺得很ok的但如果是本來就喜歡超級飽和又是霧面唇膏的話 那這款就不太適合你了推薦給手頭預算不是很多但又手癢想要入手唇彩的大家～",2017.11.15 更新
144,0,無瑕持久遮瑕蜜,5,?色號： 21 Olive Green?效果： 遮瑕力佳、好推勻、用量省、均勻膚色?體驗方式： 正品容量/藥妝店?使用季節： 春、夏、秋、冬?使用環境： 換季、悶熱、溫度舒適【簡單說明本人膚色黃偏白+混合偏油】  由於自身臉皮很薄微血管又很明顯，加上鼻翼附近有輕微脂漏性皮膚炎，還有大學縹眉帶來的色素沉澱……就想到用色調遮瑕來中合瑕疵～  我買的是偏綠的那支，推薦給臉上有紅紅瑕疵的朋友，我自己本身使用只要做好妝前保養、控油，heme這支遮瑕蜜是完全沒問題的???? 但請記得使用前要先搖均勻再上臉，好像是內容物的關係靜置一段時間就會分層，但不影響使用硬要雞蛋裡挑骨頭的話就是上的量要抓準，少量多次堆疊～否則之後上底妝整體色調也會跟著偏綠(?▽?) 對新手來說可能比較沒那麼友好，不過還是推薦大家去試試！,2024.05.16 發表
145,0,極致緞光唇膏,5,?色號： - -?效果： 顯色、光澤、飽和、保濕、滋潤、遮蓋唇色、不黏膩、不油膩、順滑、好卸、好上色?體驗方式： [重複使用]正品容量/其他?使用季節： 秋?使用環境： --heme這款唇膏包裝做的蠻精緻的 我覺得設計有些會讓我聯想到肌膚之鑰 不過拿起來的手感稍微有些塑膠 較沒份量感 比較出乎我意料的是 它的顏色挺飽和 也挺遮蓋唇色的 不過我只會塗在嘴唇內側再暈開來 是帶光澤的妝效 唇膏很貼合嘴唇 不會有浮浮的感覺 使用起來也不會厚重或有黏感 稍微帶滋潤感 不是假潤 沒有持久力也完全不妨沾染 很好卸除不會染唇 以同價位產品來說是挺不錯的,2023.11.21 發表
146,0,極致緞光唇膏,5,?色號： 01 Rosy Taupe、03 Soft Pink、04 Burnt Chili 、05 Roasted Brick 、06 Warm Apricot?效果： 保濕、光澤、顯色、遮蓋唇色、飽和、不黏膩、好推勻、好卸、好上手、順滑?體驗方式： 正品容量/試用 / 非自行購入?使用季節： 冬?使用環境： 寒冷等待好久，台灣製的開架彩妝Heme今年終於有新的唇彩上市全色系有六種顏色深色有光澤的金屬方正型造型潤澤、滑順、好上色是有光澤感的口紅顏色飽和、薄擦與厚塗都好看,2023.11.21 發表
147,0,清透水感防曬凝膠 SPF50★★★★,1,?效果： 清爽、好吸收?體驗方式： 正品容量/藥妝店?使用季節： 夏?使用環境： 悶熱當時看到屈臣氏特惠去購買，發現真的沒有什麼防曬功效，就算很好吸收很清爽，但她就像是一般乳液，要去戶外走走的人真的要注意，昨天去戶外一趟，回來看手有兩節顏色如圖（穿長袖，手背有擦防曬），被曬紅了，應該稍微曬傷，因為太紅了、有點漲漲熱熱，我真是欲哭無淚，建議大家慎選，雖然價格很優惠，但是效用真的很重要，這款超不推??,2023.08.15 更新
148,0,輕透持妝蜜粉,6,?色號： 00絲霧 Matte?效果： 薄透、質地細緻、妝感自然、自然、霧面、定妝?體驗方式： 正品容量/藥妝店?使用季節： --?使用環境： --在店裡試用過後馬上買下去這質地 這價錢 值得買啊！以前試用過一次是01號 有亮粉的蜜粉我一律不喜愛那時也沒看到00號的試用 於是就沒買了這次剛好看到有00霧面款的試用用了以後大愛！粉很細緻也不泛白 大小不是很大顆那種外殼我覺得頗有質感 很喜歡??,2023.08.05 發表
149,0,柔焦無瑕粉餅SPF20++,4,?效果： 霧面、質地細緻、遮瑕?體驗方式： 正品容量/藥妝店?使用季節： 春、夏?使用環境： 換季、悶熱柔焦無瑕粉餅SPF20++，是霧面膜砂盒子，有點容易沾指紋，還有一個絨布袋子，鏡子也夠大外出補妝方便、質感不錯，沒有特別的香氣，單上遮瑕力滿弱，日常均勻膚色ok，我比較常拿來補妝跟定妝，粉質細膩貼膚，附的粉撲不好用，推薦用刷子上裝妝感會比較輕透,2023.06.27 發表
150,0,無瑕持久遮瑕蜜,5,?色號： 00 Fair?效果： 遮瑕力佳、好推勻、均勻膚色?體驗方式： 正品容量/藥妝店?使用季節： 夏、冬?使用環境： 悶熱、氣候乾燥購買的色號是00號是一個偏白的顏色我是用它來遮淚溝，它乾的滿快所以我都是可以少量多次的慢慢上滿費力的它可以遮到7-8成，使用它建議妝前保濕要做好不然會顯紋路我是屬於眼下較乾的人所以都是遮個讓淚溝感覺不那麼明顯就收手了如果妝前保溼有做好它擦起來算服貼也不會暗沉特價的時候一支不超過200算是一款cp值滿高的遮瑕很適合天天上班化妝使用，滿省錢的不過這款遮瑕的最大缺點是，瓶蓋附近會有遮瑕液漏出來讓我都不太敢帶它出門，怕化妝包會被沾染到,2023.05.25 發表
151,0,閃耀眼彩蜜,4,?效果： 顯色、好上手、服貼、延展度佳、妝感佳、提亮?體驗方式： 正品容量/試用 / 非自行購入?使用季節： 春?使用環境： 氣候乾燥2014年在屈臣氏發現的彩妝開架品牌 heme喜蜜從成份到外包裝皆台灣製造迪士尼聯名商品～白雪公主與壞皇后睡美人與黑女巫金色與黑色剪影圖案，包裝好精美！無動物實驗，眼影蜜好推開雙頭筆頭，亮晶晶的粉質拿來打亮或打底都很服貼眼皮,2023.04.04 發表
152,0,純色腮紅,6,?色號： 10?效果： 顯色、自然、好上手、服貼、好上色、不結塊?體驗方式： 正品容量/品牌官方購物網站?使用季節： 夏、冬?使用環境： 悶熱、寒冷網路爬文新手推薦HEME立刻手刀網路盲買 色號01打開有點失望，閃片明顯，有顆粒粗糙感意外推開不顯紋路，自然光澤感網路上有人說飛粉之類的問題......我沒有覺得也有說要一直疊色.....我覺得不需要!用刷子 蠻顯色悲傷，色號挑的太粉我這黃偏健康膚來說，上臉有喝醉的微醺妝感搭配其他比較深的修容做出層次感會很不錯~,2022.01.28 發表
153,0,四色眼影盤,7,?色號： 大地迷棕?效果： 顯色、自然、好上手、質地細緻、光澤、服貼、珠光、霧面、亮片、妝感佳、不飛粉?體驗方式： 正品容量/試用 / 非自行購入?使用季節： 夏?使用環境： 悶熱朋友贈送我ㄧ盒 Heme 四色眼影盤黑色紙盒、黑色塑膠製眼影盒掀蓋設計，裡面有附贈兩支眼影棒適合亞洲人的大地色系ㄧ盒有霧面、亮面四種眼影顏色顏色飽和、很顯色、很服貼大地色系不顯髒、不易出錯紙盒後面有教你怎麼畫兩種眼妝適合上班妝與初學者,2021.10.20 更新
154,0,六色眼影盤,6,?色號： 暖楓?效果： 自然、好上手、質地細緻、服貼、好推勻、閃爍?體驗方式： 正品容量/藥妝店?使用季節： 春、夏、秋、冬?使用環境： 換季、悶熱、溫度舒適、冷氣房來分享第一次入手的heme眼影盤他們家最近有出一個眼頰盤網路上看評價還不錯但顏色都很基本如果我沒有買這盤暖楓的畫會考慮收眼頰盤帶出門旅行很方便這盤暖楓已經買很久了最近才想到要分享><不得不說粉質真的很細膩一盤6色從打底到眼窩到眼線色都有而且上排中間其實也可以當腮紅就會是土色腮紅那樣延展度真的很好用手指上就可以暈得很好看裡面附的眼影刷就是出門方便沒有特別好用但是也比海綿頭柔軟一點最近還有出一盤綠色系的感覺可以入手試試,2021.06.23 更新
155,0,三色修容餅,7,?色號： - -?效果： 自然、持久、好上手、無香味、不厚重?體驗方式： [重複使用]正品容量/藥妝店?使用季節： 秋、冬?使用環境： 換季、溫度舒適這款修容上市前我一直都是使用 too cool for school 的修容餅不得不說heme真的是便宜又好用[但容量比較小，很容易用完一顆]顏色也是適合白肌的冷灰色 可以製造出自然的陰影整個修修臉，小小臉 畢竟too cool for school 的修容餅有點太偏橘了是台灣品牌又便宜好用，我覺得沒什麼道理不支持不須捨近求遠 買too cool for school 缺點是，最深的顏色我總是用不到附上00號刷色給大家~,2021.02.12 更新
156,0,六色眼影盤,6,?色號： 粉桃?效果： 顯色、好上手、質地細緻、霧面、亮片、深邃、好上妝、清新、不飛粉、不卡粉?體驗方式： 正品容量/品牌官方購物網站?使用季節： 春、夏、秋、冬?使用環境： 溫度舒適今天要介紹的是heme 六色眼影盤?我買的是粉桃??很貼心還附了兩支眼影刷～外觀粉桃色是個很有質感的眼影盒，外盒是霧面絲絨質感包裝～觸感很特別??以「玫瑰蜜桃、楓糖芒果」兩大色系，兩格亮面、一個打底、三個霧面，一共六色非常好搭配????質地細膩、持久服貼、不飛粉、顯色、使眼妝更深邃、服貼好暈染?畫起來是暖色系喔！我總共用了四個顏色疊擦～1.用微光甜杏打底擦滿整個眼窩2.用清甜蜜桃打內眼窩帶點粉橘調讓眼睛看起來更有精神3.用金屬紅銅畫眼尾及下眼線讓眼睛看起來更深邃?4.最後用珠光粉棕打亮眼皮畫起來很甜美也很可愛??很推薦給新手的水水喔！很好上色也不容易畫錯??顏色也不會太深低調中帶有甜甜的感覺??在猶豫要不要下手的水水趕快手刀下單??,2020.10.02 發表
157,0,綻光眼影蜜,7,?色號： 02 Light Amber、03 Lovely Peach?效果： 好上手、好上色、服貼、延展度佳、不積線、妝感佳、提亮?體驗方式： 正品容量/藥妝店?使用季節： 春、夏?使用環境： 換季、悶熱很難得有款讓我喜歡的眼影蜜。之前買過好幾個品牌，不是太濕就是不服貼會積線，再不然就是無法積疊，而這款眼影蜜完全沒有這些困擾。它的瓶身設計很漂亮，第一次看到以為是指甲油呢！02號色是偏橘調的香檳金色，顏色挺有質感，飽和度適中，帶有些透感，不顯厚重。眼窩先用粉狀眼影打底再用這款眼影蜜也不會結塊。整體妝效挺自然，而且可以快速完成眼妝。6/12更新又加買了03號色，顏色偏粉一些，和02號色塗開之後顏色相差並不大?。03號色還是比較有溫柔的妝感，02的妝感比較成熟些。,2020.06.12 更新
